,16,32,64,128,256,512
2.8392617392300346,36239.0,23053.0,14572.0,9148.0,,
2.8634157163779093,35766.0,23258.0,14292.0,9038.0,,
2.8890401677735538,35016.0,22109.0,14202.0,9126.0,,
2.9164026145997077,35273.0,22464.0,14067.0,9086.0,,
2.9458511199653303,33566.0,22513.0,14082.0,9108.0,,
2.977851046900253,34347.0,21827.0,14093.0,8882.0,,
3.0130457846652288,33860.0,21718.0,13841.0,8908.0,,
3.0523632356808994,32812.0,21338.0,13734.0,8710.0,,
3.097217362845126,33327.0,20252.0,13569.0,8267.0,,
3.149930513966767,32667.0,20359.0,13053.0,8107.0,,
3.214754980166715,31657.0,19883.0,12619.0,8139.0,,
3.300958250404731,30960.0,19455.0,12764.0,8027.0,,
3.4368842874035694,29978.0,19213.0,12302.0,7760.0,,
